1,0.000000
2,2500.000000
3,2222.333333
4,1875.000000
5,1600.000000
6,1389.333333
7,1224.571429
8,1094.000000
9,987.666667
10,900.000000
11,826.454545
12,764.000000
13,710.538462
14,663.285714
15,622.666667
16,586.000000
17,554.411765
18,525.000000
19,498.684211
20,475.000000
21,454.095238
22,434.181818
23,416.000000
24,399.333333
25,384.000000
26,370.538462
27,357.148148
28,344.714286
29,333.137931
30,322.333333
31,312.225806
32,302.750000
33,293.848485
34,286.352941
35,278.285714
36,270.666667
37,263.459459
38,256.631579
39,250.153846
40,244.000000
41,238.146341
42,232.571429
43,227.255814
44,222.181818
45,217.333333
46,212.695652
47,208.255319
48,204.000000
49,199.918367
50,196.000000
51,193.156863
52,189.461538
53,185.905660
54,182.481481
55,179.181818
56,176.000000
57,172.929825
58,169.965517
59,167.101695
60,164.333333
61,161.655738
62,159.064516
63,156.555556
64,154.125000
65,151.769231
66,149.484848
67,147.268657
68,145.117647
69,143.028986
70,141.000000
71,139.028169
72,137.111111
73,135.246575
74,133.432432
75,131.666667
76,129.947368
77,128.272727
78,126.641026
79,125.050633
80,123.500000
81,121.987654
82,120.512195
83,119.072289
84,117.666667
85,116.294118
86,114.953488
87,113.643678
88,112.363636
89,111.112360
90,109.888889
91,108.692308
92,107.521739
93,106.376344
94,105.255319
95,104.157895
96,103.083333
97,102.030928
98,101.000000
99,99.989899
100,99.000000
101,99.009901
102,98.039216
103,97.087379
104,96.153846
105,95.238095
106,94.339623
107,93.457944
108,92.592593
109,91.743119
110,90.909091
111,90.090090
112,89.285714
113,88.495575
114,87.719298
115,86.956522
116,86.206897
117,85.470085
118,84.745763
119,84.033613
120,83.333333
121,82.644628
122,81.967213
123,81.300813
124,80.645161
125,80.000000
126,79.365079
127,78.740157
128,78.125000
129,77.519380
130,76.923077
131,76.335878
132,75.757576
133,75.187970
134,74.626866
135,74.074074
136,73.529412
137,72.992701
138,72.463768
139,71.942446
140,71.428571
141,70.921986
142,70.422535
143,69.930070
144,69.444444
145,68.965517
146,68.493151
147,68.027211
148,67.567568
149,67.114094
150,66.666667
151,66.225166
152,65.789474
153,65.359477
154,64.935065
155,64.516129
156,64.102564
157,63.694268
158,63.291139
159,62.893082
160,62.500000
161,62.111801
162,61.728395
163,61.349693
164,60.975610
165,60.606061
166,60.240964
167,59.880240
168,59.523810
169,59.171598
170,58.823529
171,58.479532
172,58.139535
173,57.803468
174,57.471264
175,57.142857
176,56.818182
177,56.497175
178,56.179775
179,55.865922
180,55.555556
