1,-nan
2,60.000000
3,64.212491
4,67.320508
5,70.000000
6,72.535960
7,74.575728
8,76.605658
9,78.319450
10,80.000000
11,81.654241
12,83.284432
13,84.889051
14,86.110427
15,87.670384
16,88.831042
17,90.346641
18,91.461399
19,92.541304
20,93.588989
21,95.050307
22,96.071825
23,97.067872
24,98.040050
25,98.989795
26,100.391245
27,101.327195
28,102.244682
29,103.144667
30,104.028029
31,104.895575
32,105.748047
33,106.586132
34,107.912892
35,108.746314
36,109.567406
37,110.376673
38,111.174584
39,111.961580
40,112.738071
41,113.504444
42,114.261062
43,115.008265
44,115.746376
45,116.475698
46,117.196518
47,117.909108
48,118.613724
49,119.310611
50,120.000000
51,121.232818
52,121.924138
53,122.608738
54,123.286806
55,123.958522
56,124.624058
57,125.283577
58,125.937236
59,126.585185
60,127.227569
61,127.864524
62,128.496183
63,129.122673
64,129.744116
65,130.360629
66,130.972324
67,131.579311
68,132.181692
69,132.779570
70,133.373040
71,133.962197
72,134.547130
73,135.127927
74,135.704671
75,136.277445
76,136.846326
77,137.411391
78,137.972713
79,138.530364
80,139.084412
81,139.634924
82,140.181965
83,140.725599
84,141.265885
85,141.802883
86,142.336651
87,142.867243
88,143.394715
89,143.919119
90,144.440506
91,144.958925
92,145.474426
93,145.987054
94,146.496857
95,147.003878
96,147.508161
97,148.009749
98,148.508682
99,149.005000
100,149.498744
101,150.498756
102,150.995049
103,151.488916
104,151.980390
105,152.469508
106,152.956301
107,153.440804
108,153.923048
109,154.403065
110,154.880885
111,155.356538
112,155.830052
113,156.301458
114,156.770783
115,157.238053
116,157.703296
117,158.166538
118,158.627805
119,159.087121
120,159.544512
121,160.000000
122,160.453610
123,160.905365
124,161.355287
125,161.803399
126,162.249722
127,162.694277
128,163.137085
129,163.578167
130,164.017543
131,164.455231
132,164.891253
133,165.325626
134,165.758369
135,166.189500
136,166.619038
137,167.046999
138,167.473401
139,167.898261
140,168.321596
141,168.743421
142,169.163753
143,169.582607
144,170.000000
145,170.415946
146,170.830460
147,171.243557
148,171.655251
149,172.065556
150,172.474487
151,172.882057
152,173.288280
153,173.693169
154,174.096736
155,174.498996
156,174.899960
157,175.299641
158,175.698051
159,176.095202
160,176.491106
161,176.885775
162,177.279221
163,177.671453
164,178.062485
165,178.452326
166,178.840987
167,179.228480
168,179.614814
169,180.000000
170,180.384048
171,180.766968
172,181.148770
173,181.529464
174,181.909060
175,182.287566
176,182.664992
177,183.041347
178,183.416641
179,183.790882
180,184.164079
181,184.536240
182,184.907376
183,185.277493
184,185.646600
185,186.014705
186,186.381817
187,186.747943
188,187.113092
189,187.477271
190,187.840488
191,188.202750
192,188.564065
193,188.924440
194,189.283883
195,189.642400
196,190.000000
197,190.356688
198,190.712473
199,191.067360
200,191.421356
201,191.774469
202,192.126704
203,192.478068
204,192.828569
205,193.178211
206,193.527001
207,193.874946
208,194.222051
209,194.568323
210,194.913767
211,195.258390
212,195.602198
213,195.945195
214,196.287388
215,196.628783
216,196.969385
217,197.309199
218,197.648231
219,197.986486
220,198.323970
221,198.660687
222,198.996644
223,199.331845
224,199.666295
225,200.000000
226,200.332964
227,200.665192
228,200.996689
229,201.327460
230,201.657509
231,201.986842
232,202.315462
233,202.643375
234,202.970585
235,203.297097
236,203.622915
237,203.948043
238,204.272486
239,204.596248
240,204.919334
241,205.241747
242,205.563492
243,205.884573
244,206.204994
245,206.524758
246,206.843871
247,207.162336
248,207.480157
249,207.797338
250,208.113883
251,208.429795
252,208.745079
253,209.059737
254,209.373775
255,209.687194
256,210.000000
257,210.312195
258,210.623784
259,210.934769
260,211.245155
261,211.554944
262,211.864141
263,212.172747
264,212.480768
265,212.788206
266,213.095064
267,213.401346
268,213.707055
269,214.012195
270,214.316767
271,214.620776
272,214.924225
273,215.227116
274,215.529454
275,215.831240
276,216.132477
277,216.433170
278,216.733320
279,217.032931
280,217.332005
281,217.630546
282,217.928556
283,218.226038
284,218.522995
285,218.819430
286,219.115345
287,219.410743
288,219.705627
289,220.000000
290,220.293864
291,220.587221
292,220.880075
293,221.172428
294,221.464282
295,221.755640
296,222.046505
297,222.336879
298,222.626765
299,222.916165
300,223.205081
301,223.493516
302,223.781472
303,224.068952
304,224.355958
305,224.642492
306,224.928557
307,225.214155
308,225.499288
309,225.783958
310,226.068169
311,226.351921
312,226.635217
313,226.918060
314,227.200451
315,227.482393
316,227.763888
317,228.044938
318,228.325545
319,228.605711
320,228.885438
321,229.164729
322,229.443584
323,229.722008
324,230.000000
325,230.277564
326,230.554701
327,230.831413
328,231.107703
329,231.383571
330,231.659021
331,231.934054
332,232.208672
333,232.482876
334,232.756669
335,233.030052
336,233.303028
337,233.575598
338,233.847763
339,234.119526
340,234.390889
341,234.661853
342,234.932420
343,235.202592
344,235.472370
345,235.741756
346,236.010752
347,236.279360
348,236.547581
349,236.815417
350,237.082869
351,237.349940
352,237.616630
353,237.882942
354,238.148877
355,238.414437
356,238.679623
357,238.944436
358,239.208879
359,239.472953
360,239.736660
361,240.000000
362,240.262976
363,240.525589
364,240.787840
365,241.049732
366,241.311265
367,241.572441
368,241.833261
369,242.093727
370,242.353841
371,242.613603
372,242.873015
373,243.132079
374,243.390796
375,243.649167
376,243.907194
377,244.164878
378,244.422221
379,244.679223
380,244.935887
381,245.192213
382,245.448203
383,245.703858
384,245.959179
385,246.214169
386,246.468827
387,246.723156
388,246.977156
389,247.230829
390,247.484177
391,247.737199
392,247.989899
393,248.242276
394,248.494332
395,248.746069
396,248.997487
397,249.248588
398,249.499373
399,249.749844
400,250.000000
401,250.249844
402,250.499377
403,250.748599
404,250.997512
405,251.246118
406,251.494417
407,251.742410
408,251.990099
409,252.237484
410,252.484567
411,252.731349
412,252.977831
413,253.224014
414,253.469899
415,253.715488
416,253.960781
417,254.205779
418,254.450483
419,254.694895
420,254.939015
421,255.182845
422,255.426386
423,255.669638
424,255.912603
425,256.155281
426,256.397674
427,256.639783
428,256.881609
429,257.123152
430,257.364414
431,257.605395
432,257.846097
433,258.086520
